loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade,predicted_default_prob,predicted_risk_tier
L105429,653,77800.0,23.1,40700.0,36,8.5,1,10,14.9,MORTGAGE,debt_consolidation,Midwest,2024,1,C (Prime),0.4869,Moderate
L105430,534,68400.0,26.4,16700.0,60,4.2,0,7,72.5,RENT,debt_consolidation,Midwest,2025,1,E (Subprime),0.788,Severe
L105431,716,69200.0,4.7,7000.0,36,6.9,0,12,15.0,MORTGAGE,credit_card,West,2023,0,B (Prime+),0.2799,Low
L105432,592,214900.0,19.2,13800.0,36,0.5,0,4,57.0,RENT,home_improvement,Midwest,2024,0,D (Near-Prime),0.4089,Low
L105433,750,101800.0,13.3,4400.0,60,2.6,0,4,51.3,OWN,medical,West,2024,0,B (Prime+),0.3303,Low
L105434,579,20300.0,7.6,3600.0,36,2.9,0,7,12.9,MORTGAGE,debt_consolidation,South,2025,1,E (Subprime),0.6166,High
L105435,559,73100.0,16.4,3800.0,36,4.4,0,8,52.2,RENT,small_business,West,2025,1,E (Subprime),0.6671,Severe
L105436,700,60600.0,7.3,17600.0,36,3.2,0,5,58.8,OWN,home_improvement,West,2024,0,C (Prime),0.4537,Moderate
L105437,708,60600.0,10.1,9900.0,36,7.5,0,9,18.8,MORTGAGE,debt_consolidation,Midwest,2025,0,B (Prime+),0.3552,Low
L105438,687,42700.0,3.1,13500.0,36,6.4,0,6,49.1,MORTGAGE,credit_card,South,2024,1,C (Prime),0.4319,Low
L105439,601,85700.0,10.8,15600.0,60,2.7,1,8,12.8,OWN,small_business,South,2024,0,D (Near-Prime),0.5053,Moderate
L105440,738,15000.0,30.2,5100.0,60,5.4,2,8,37.7,RENT,credit_card,Northeast,2024,1,B (Prime+),0.6007,High
L105441,585,28400.0,22.4,8900.0,36,17.4,1,8,13.9,RENT,credit_card,Northeast,2023,1,D (Near-Prime),0.5841,High
L105442,650,73800.0,18.1,17400.0,36,6.5,0,6,75.8,OWN,debt_consolidation,Midwest,2022,1,D (Near-Prime),0.5505,Moderate
L105443,629,59800.0,9.4,13100.0,36,8.6,0,12,44.2,RENT,medical,Northeast,2022,0,D (Near-Prime),0.5267,Moderate
L105444,655,85600.0,13.3,8000.0,60,7.4,0,12,42.7,MORTGAGE,home_improvement,West,2023,0,C (Prime),0.4528,Moderate
L105445,735,45200.0,4.6,7600.0,60,1.5,0,10,27.5,MORTGAGE,credit_card,Northeast,2022,0,B (Prime+),0.3501,Low
L105446,639,41900.0,8.1,12700.0,36,0.5,0,8,67.6,MORTGAGE,small_business,Northeast,2025,0,D (Near-Prime),0.6316,High
L105447,717,80000.0,13.9,6300.0,36,4.0,0,2,25.4,RENT,debt_consolidation,South,2024,0,B (Prime+),0.3661,Low
L105448,725,59100.0,13.4,5900.0,60,6.2,0,7,73.1,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+),0.4736,Moderate
L105449,569,23300.0,22.2,9500.0,36,0.5,0,8,17.6,OWN,credit_card,West,2025,1,E (Subprime),0.6897,Severe
L105450,604,86700.0,7.6,7200.0,36,3.5,0,9,36.1,RENT,other,South,2023,1,D (Near-Prime),0.4934,Moderate
L105451,655,31900.0,25.9,10900.0,60,1.5,0,9,41.8,RENT,debt_consolidation,Midwest,2025,0,C (Prime),0.6656,Severe
L105452,642,84200.0,5.2,17800.0,36,6.1,1,12,90.6,MORTGAGE,home_improvement,West,2023,0,D (Near-Prime),0.5709,High
L105453,700,59800.0,14.1,13000.0,36,24.8,0,6,73.1,OWN,home_improvement,Northeast,2024,1,C (Prime),0.3922,Low
L105454,554,72400.0,8.7,13500.0,36,1.3,0,6,60.6,MORTGAGE,debt_consolidation,West,2022,0,E (Subprime),0.6443,High
L105455,727,90100.0,21.9,10600.0,36,3.2,0,7,50.3,RENT,credit_card,Northeast,2022,1,B (Prime+),0.4091,Low
L105456,728,33100.0,17.3,6100.0,36,4.9,0,4,21.9,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+),0.4366,Low
L105457,669,75100.0,21.4,14000.0,36,5.4,0,8,59.9,MORTGAGE,debt_consolidation,West,2024,0,C (Prime),0.5418,Moderate
L105458,590,52900.0,2.1,11300.0,36,6.3,0,4,34.7,RENT,other,South,2025,0,D (Near-Prime),0.5317,Moderate
L105459,680,48000.0,20.8,5100.0,36,13.4,0,8,41.3,MORTGAGE,credit_card,Midwest,2022,0,C (Prime),0.4275,Low
L105460,645,54600.0,6.2,13800.0,60,3.7,0,7,25.9,MORTGAGE,other,South,2022,0,D (Near-Prime),0.444,Low
L105461,717,42500.0,15.4,15400.0,36,1.6,0,6,30.9,OWN,home_improvement,Northeast,2024,0,B (Prime+),0.4646,Moderate
L105462,674,55600.0,20.8,14900.0,36,1.1,0,6,7.8,RENT,medical,Northeast,2025,0,C (Prime),0.5106,Moderate
L105463,727,61400.0,11.5,16400.0,36,2.5,0,11,32.7,MORTGAGE,home_improvement,Midwest,2025,0,B (Prime+),0.4045,Low
L105464,652,39800.0,4.8,8300.0,60,9.4,1,8,61.7,RENT,debt_consolidation,Midwest,2024,0,C (Prime),0.5554,High
L105465,774,93300.0,0.5,14600.0,36,4.0,0,7,53.7,MORTGAGE,credit_card,West,2022,1,A (Super-Prime),0.2343,Low
L105466,530,57100.0,17.8,4900.0,36,2.8,0,4,53.2,OWN,credit_card,South,2022,1,E (Subprime),0.6944,Severe
L105467,614,31600.0,6.9,8700.0,60,3.5,0,8,46.2,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime),0.6236,High
L105468,712,68200.0,22.9,6400.0,60,3.5,0,6,54.8,RENT,debt_consolidation,South,2025,0,B (Prime+),0.5317,Moderate
L105469,582,70400.0,18.1,7000.0,36,1.8,0,9,71.2,MORTGAGE,home_improvement,Northeast,2022,0,D (Near-Prime),0.687,Severe
L105470,728,26900.0,1.7,10800.0,60,2.1,0,14,20.4,MORTGAGE,home_improvement,West,2023,0,B (Prime+),0.3895,Low
L105471,601,62800.0,14.9,14200.0,36,0.2,1,4,34.9,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime),0.6185,High
L105472,686,45200.0,6.9,4700.0,36,4.3,0,9,45.3,RENT,medical,Northeast,2022,1,C (Prime),0.4777,Moderate
L105473,621,61800.0,17.5,15500.0,36,1.4,0,8,88.4,MORTGAGE,debt_consolidation,West,2025,0,D (Near-Prime),0.701,Severe
L105474,651,50000.0,11.1,13800.0,36,0.8,0,11,85.2,MORTGAGE,medical,West,2025,1,C (Prime),0.659,Severe
L105475,691,65900.0,6.1,18500.0,60,10.7,0,5,41.2,MORTGAGE,debt_consolidation,South,2022,0,C (Prime),0.3673,Low
L105476,673,59600.0,25.7,19400.0,60,4.1,0,8,32.6,MORTGAGE,home_improvement,Midwest,2025,0,C (Prime),0.546,Moderate
L105477,655,17800.0,11.9,9800.0,36,3.6,0,11,24.0,MORTGAGE,credit_card,Northeast,2024,0,C (Prime),0.5411,Moderate
L105478,820,56600.0,6.7,17000.0,36,5.6,0,5,23.9,MORTGAGE,credit_card,West,2023,0,A (Super-Prime),0.2085,Low
L105479,681,71300.0,25.1,12500.0,36,3.6,0,10,36.2,RENT,credit_card,Midwest,2022,1,C (Prime),0.4824,Moderate
L105480,617,77700.0,14.5,4900.0,36,9.5,0,9,76.7,MORTGAGE,debt_consolidation,West,2024,1,D (Near-Prime),0.5815,High
L105481,740,100200.0,8.6,8700.0,36,0.1,0,8,34.4,MORTGAGE,home_improvement,Midwest,2022,0,B (Prime+),0.2931,Low
L105482,733,64300.0,7.2,22800.0,36,3.3,0,11,10.3,MORTGAGE,debt_consolidation,Northeast,2023,0,B (Prime+),0.3222,Low
L105483,759,103900.0,22.5,14400.0,60,0.1,0,5,38.5,RENT,auto,West,2025,0,A (Super-Prime),0.3539,Low
L105484,796,83100.0,32.1,3900.0,60,0.8,1,9,41.2,RENT,home_improvement,West,2024,0,A (Super-Prime),0.4343,Low
L105485,619,43200.0,9.8,10700.0,36,4.6,2,11,17.8,MORTGAGE,debt_consolidation,West,2025,0,D (Near-Prime),0.5845,High
L105486,749,38700.0,7.9,6600.0,36,1.0,0,15,42.9,MORTGAGE,home_improvement,South,2022,1,B (Prime+),0.4228,Low
L105487,754,102100.0,24.2,1800.0,36,6.6,0,11,14.8,MORTGAGE,credit_card,South,2023,0,A (Super-Prime),0.2754,Low
L105488,680,77000.0,21.9,9300.0,36,1.9,0,9,30.3,RENT,credit_card,South,2023,0,C (Prime),0.4757,Moderate
L105489,696,23000.0,9.6,6700.0,60,34.2,1,6,79.3,RENT,auto,Northeast,2023,0,C (Prime),0.4022,Low
L105490,485,32400.0,15.4,4100.0,36,1.0,0,10,21.8,RENT,debt_consolidation,West,2025,0,E (Subprime),0.7791,Severe
L105491,643,96600.0,0.9,3900.0,36,0.2,0,8,24.4,RENT,credit_card,West,2023,0,D (Near-Prime),0.3676,Low
L105492,796,58900.0,20.5,5400.0,60,12.5,0,10,32.1,RENT,other,West,2022,0,A (Super-Prime),0.2771,Low
L105493,564,23300.0,7.4,14800.0,36,3.3,1,7,63.0,MORTGAGE,auto,South,2023,1,E (Subprime),0.7149,Severe
L105494,645,67700.0,10.0,7100.0,36,3.2,1,14,70.1,RENT,small_business,South,2025,0,D (Near-Prime),0.6255,High
L105495,699,88700.0,14.4,12400.0,36,2.7,1,6,20.3,OWN,other,West,2023,0,C (Prime),0.3566,Low
L105496,717,75100.0,17.6,12400.0,60,0.3,0,6,33.0,MORTGAGE,home_improvement,West,2022,0,B (Prime+),0.4111,Low
L105497,786,53200.0,15.0,15000.0,36,0.1,0,6,43.6,RENT,credit_card,Northeast,2025,0,A (Super-Prime),0.3894,Low
L105498,565,49400.0,22.4,13800.0,60,13.1,0,8,19.0,MORTGAGE,debt_consolidation,West,2023,0,E (Subprime),0.595,High
L105499,683,41900.0,5.8,5100.0,60,5.7,1,12,15.8,OWN,debt_consolidation,South,2023,0,C (Prime),0.4334,Low
L105500,736,42200.0,6.6,37900.0,36,5.7,0,9,17.5,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+),0.3718,Low
L105501,595,62300.0,24.5,5000.0,36,3.9,2,5,42.8,OWN,medical,Midwest,2025,0,D (Near-Prime),0.6855,Severe
L105502,677,188700.0,9.6,6000.0,36,8.0,0,11,57.6,RENT,debt_consolidation,Midwest,2025,0,C (Prime),0.2758,Low
L105503,803,195100.0,18.4,9800.0,36,5.0,0,9,46.2,RENT,debt_consolidation,South,2022,0,A (Super-Prime),0.1662,Low
L105504,766,50100.0,10.2,16500.0,60,2.2,0,4,4.3,MORTGAGE,debt_consolidation,South,2023,0,A (Super-Prime),0.2989,Low
L105505,715,26200.0,19.1,9100.0,60,19.7,1,7,83.0,RENT,auto,Midwest,2024,0,B (Prime+),0.5175,Moderate
L105506,510,52000.0,14.1,3800.0,60,4.0,0,6,47.0,MORTGAGE,debt_consolidation,West,2024,0,E (Subprime),0.7275,Severe
L105507,672,47400.0,6.1,5500.0,36,4.4,0,13,6.3,MORTGAGE,auto,South,2025,0,C (Prime),0.3969,Low
L105508,705,48100.0,8.6,8900.0,36,11.2,0,12,23.8,RENT,debt_consolidation,South,2023,0,B (Prime+),0.3801,Low
L105509,660,23900.0,13.8,5100.0,36,0.5,1,9,42.2,RENT,debt_consolidation,West,2025,1,C (Prime),0.6421,High
L105510,676,52500.0,9.6,5400.0,36,1.9,0,9,29.9,RENT,debt_consolidation,West,2023,0,C (Prime),0.4708,Moderate
L105511,850,39500.0,23.0,7000.0,60,9.0,0,6,25.3,MORTGAGE,home_improvement,West,2022,0,A (Super-Prime),0.2595,Low
L105512,666,55700.0,15.3,26900.0,60,1.6,0,8,44.3,RENT,debt_consolidation,Northeast,2022,1,C (Prime),0.5595,High
L105513,617,25400.0,10.4,8500.0,36,2.5,1,5,1.7,RENT,other,South,2023,1,D (Near-Prime),0.5466,Moderate
L105514,696,55400.0,11.7,13600.0,60,1.9,0,6,27.5,OWN,debt_consolidation,West,2025,0,C (Prime),0.4445,Low
L105515,659,29900.0,25.9,9700.0,36,3.7,0,10,33.7,MORTGAGE,credit_card,South,2025,1,C (Prime),0.6121,High
L105516,660,36000.0,23.6,17300.0,36,1.8,0,6,54.7,RENT,debt_consolidation,Northeast,2024,1,C (Prime),0.6645,Severe
L105517,674,39500.0,9.5,13300.0,60,8.4,0,4,44.0,MORTGAGE,debt_consolidation,Midwest,2023,0,C (Prime),0.4619,Moderate
L105518,730,41500.0,11.8,6300.0,36,5.5,0,9,73.1,MORTGAGE,credit_card,West,2023,0,B (Prime+),0.4624,Moderate
L105519,695,41500.0,23.9,15600.0,60,6.2,0,7,6.7,RENT,auto,South,2025,0,C (Prime),0.4665,Moderate
L105520,602,41200.0,14.6,4400.0,36,0.1,0,5,42.7,OWN,medical,Midwest,2024,0,D (Near-Prime),0.6345,High
L105521,671,40100.0,9.7,6900.0,60,0.7,2,5,20.2,RENT,debt_consolidation,South,2025,0,C (Prime),0.5599,High
L105522,711,38400.0,16.3,6700.0,60,3.5,0,7,36.4,MORTGAGE,other,South,2024,0,B (Prime+),0.4709,Moderate
L105523,650,40900.0,12.6,18800.0,36,4.9,3,5,21.7,OWN,auto,Northeast,2022,0,D (Near-Prime),0.5341,Moderate
L105524,755,45700.0,19.7,2100.0,36,2.8,0,13,74.1,RENT,credit_card,South,2025,1,A (Super-Prime),0.5303,Moderate
L105525,731,137700.0,16.5,8100.0,60,1.6,0,9,12.1,RENT,other,South,2023,0,B (Prime+),0.2552,Low
L105526,616,85500.0,8.7,14100.0,60,2.7,0,10,72.1,RENT,debt_consolidation,West,2025,0,D (Near-Prime),0.6083,High
L105527,701,40500.0,11.3,9100.0,36,5.4,1,9,33.5,OWN,home_improvement,South,2023,0,B (Prime+),0.4702,Moderate
L105528,809,27600.0,9.0,11700.0,36,8.5,0,6,80.4,RENT,other,Midwest,2025,0,A (Super-Prime),0.3825,Low
L105529,781,95200.0,13.7,5900.0,36,1.7,0,11,79.0,MORTGAGE,auto,West,2023,1,A (Super-Prime),0.3461,Low
L105530,676,54000.0,18.0,13400.0,36,7.1,1,6,37.4,RENT,medical,South,2025,0,C (Prime),0.5463,Moderate
L105531,738,64700.0,19.2,14600.0,36,10.3,1,9,46.5,RENT,credit_card,Northeast,2024,0,B (Prime+),0.42,Low
L105532,636,96500.0,7.9,21600.0,36,0.0,0,5,3.3,MORTGAGE,auto,West,2025,0,D (Near-Prime),0.3703,Low
L105533,586,21200.0,6.2,20900.0,60,0.1,0,6,40.0,RENT,credit_card,South,2022,1,D (Near-Prime),0.6526,Severe
L105534,716,40300.0,6.3,22200.0,60,8.2,0,7,55.3,RENT,debt_consolidation,Midwest,2025,0,B (Prime+),0.4556,Moderate
L105535,696,59600.0,9.0,17500.0,60,0.8,0,6,45.2,RENT,credit_card,Midwest,2025,0,C (Prime),0.4611,Moderate
L105536,713,108300.0,9.9,8700.0,36,7.5,0,9,9.0,MORTGAGE,small_business,South,2024,0,B (Prime+),0.2561,Low
L105537,678,52200.0,4.5,8300.0,60,10.1,0,6,43.0,RENT,auto,Northeast,2024,0,C (Prime),0.4097,Low
L105538,701,56500.0,6.0,10100.0,60,14.7,0,9,68.3,OWN,home_improvement,Midwest,2024,0,B (Prime+),0.4042,Low
L105539,647,53400.0,17.0,5100.0,36,4.6,0,3,53.3,RENT,home_improvement,Northeast,2024,1,D (Near-Prime),0.5862,High
L105540,711,53300.0,31.7,9900.0,36,2.9,0,7,32.8,MORTGAGE,debt_consolidation,West,2024,1,B (Prime+),0.5273,Moderate
L105541,734,58600.0,5.0,4200.0,36,2.9,0,11,28.5,MORTGAGE,credit_card,South,2023,0,B (Prime+),0.3287,Low
L105542,676,41000.0,5.5,9000.0,60,6.6,2,11,24.0,RENT,small_business,West,2024,1,C (Prime),0.4892,Moderate
L105543,733,38200.0,11.2,10700.0,60,15.3,0,6,68.2,RENT,debt_consolidation,South,2024,0,B (Prime+),0.4419,Low
L105544,565,45100.0,16.8,5200.0,36,8.6,0,7,16.7,MORTGAGE,small_business,South,2022,0,E (Subprime),0.579,High
L105545,629,74000.0,10.5,22600.0,36,6.1,0,4,49.5,MORTGAGE,auto,South,2024,0,D (Near-Prime),0.4941,Moderate
L105546,774,96800.0,18.4,17700.0,60,2.1,1,5,8.3,OWN,credit_card,West,2022,0,A (Super-Prime),0.25,Low
L105547,795,58000.0,24.6,6300.0,60,2.2,0,10,40.8,RENT,debt_consolidation,West,2023,1,A (Super-Prime),0.403,Low
L105548,696,47500.0,5.5,5300.0,36,3.1,0,9,31.1,OWN,debt_consolidation,Northeast,2024,0,C (Prime),0.4255,Low
L105549,673,99800.0,8.4,9600.0,36,1.9,0,9,57.8,MORTGAGE,auto,Midwest,2024,0,C (Prime),0.4092,Low
L105550,598,71600.0,3.9,9200.0,36,1.1,0,11,53.4,MORTGAGE,debt_consolidation,South,2022,0,D (Near-Prime),0.5678,High
L105551,704,78300.0,14.8,2500.0,36,0.6,0,8,75.4,MORTGAGE,small_business,South,2022,1,B (Prime+),0.4961,Moderate
L105552,731,51200.0,13.9,2800.0,36,6.6,0,6,8.2,RENT,debt_consolidation,Northeast,2023,0,B (Prime+),0.3447,Low
L105553,584,44300.0,7.6,6400.0,36,5.0,0,7,54.4,MORTGAGE,credit_card,Northeast,2023,0,D (Near-Prime),0.6066,High
L105554,716,69300.0,11.7,10300.0,36,0.5,0,8,33.7,RENT,debt_consolidation,South,2023,0,B (Prime+),0.4232,Low
L105555,712,50400.0,10.8,6400.0,60,4.4,0,5,72.2,MORTGAGE,credit_card,Midwest,2024,0,B (Prime+),0.4689,Moderate
L105556,709,97000.0,4.1,6600.0,60,4.7,0,17,19.5,RENT,debt_consolidation,South,2023,0,B (Prime+),0.3179,Low
L105557,607,35200.0,14.5,11400.0,60,0.0,2,8,38.3,OWN,debt_consolidation,West,2023,1,D (Near-Prime),0.6847,Severe
L105558,715,64100.0,5.2,11400.0,60,2.2,0,9,28.9,OWN,debt_consolidation,West,2024,0,B (Prime+),0.3694,Low
L105559,583,54900.0,21.5,11800.0,36,4.3,1,10,56.4,RENT,home_improvement,South,2025,0,D (Near-Prime),0.741,Severe
L105560,777,33000.0,9.0,15100.0,36,1.7,0,4,35.6,MORTGAGE,medical,Midwest,2025,0,A (Super-Prime),0.3694,Low
L105561,689,45700.0,15.4,7000.0,36,4.1,0,8,40.5,MORTGAGE,credit_card,South,2025,0,C (Prime),0.4935,Moderate
L105562,604,32400.0,10.5,3400.0,36,5.9,0,8,15.2,OWN,credit_card,West,2024,0,D (Near-Prime),0.519,Moderate
L105563,767,45800.0,19.7,11600.0,36,3.0,1,7,63.8,RENT,debt_consolidation,Midwest,2023,0,A (Super-Prime),0.492,Moderate
L105564,755,47700.0,15.6,8300.0,60,6.6,0,4,82.0,MORTGAGE,debt_consolidation,South,2022,0,A (Super-Prime),0.4657,Moderate
L105565,638,201100.0,31.0,4700.0,60,5.1,1,11,19.6,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime),0.3722,Low
L105566,823,32600.0,8.4,11000.0,36,0.2,1,11,57.1,MORTGAGE,credit_card,West,2025,0,A (Super-Prime),0.3807,Low
L105567,615,74900.0,5.8,25100.0,36,12.1,1,2,26.1,MORTGAGE,debt_consolidation,South,2024,0,D (Near-Prime),0.4439,Low
L105568,700,43400.0,20.5,9800.0,60,0.3,0,9,65.0,MORTGAGE,home_improvement,Northeast,2024,0,C (Prime),0.6103,High
L105569,757,65200.0,11.7,19700.0,60,2.0,0,8,63.7,RENT,home_improvement,West,2024,1,A (Super-Prime),0.4396,Low
L105570,532,46100.0,13.7,13300.0,36,2.4,0,4,43.5,OWN,debt_consolidation,South,2024,1,E (Subprime),0.7124,Severe
L105571,745,36600.0,6.6,9600.0,36,9.2,1,5,67.0,MORTGAGE,other,West,2023,0,B (Prime+),0.4041,Low
L105572,676,110100.0,16.0,27900.0,60,5.4,0,13,25.9,RENT,credit_card,Northeast,2023,0,C (Prime),0.3858,Low
L105573,679,94600.0,13.6,13200.0,60,3.5,0,6,52.1,MORTGAGE,credit_card,West,2024,0,C (Prime),0.4245,Low
L105574,610,23100.0,0.7,6000.0,60,15.7,0,7,19.3,OWN,medical,West,2025,0,D (Near-Prime),0.4592,Moderate
L105575,702,50700.0,3.7,6000.0,36,1.1,0,12,42.3,MORTGAGE,other,South,2022,0,B (Prime+),0.4143,Low
L105576,608,45700.0,13.4,7200.0,36,0.5,0,7,47.4,RENT,medical,South,2024,1,D (Near-Prime),0.6591,Severe
L105577,617,24800.0,1.9,10600.0,36,5.1,1,5,48.7,RENT,auto,Northeast,2025,0,D (Near-Prime),0.6022,High
L105578,651,59100.0,30.4,14400.0,36,2.8,2,5,23.0,MORTGAGE,home_improvement,Midwest,2024,1,C (Prime),0.6125,High
L105579,600,69900.0,15.5,10500.0,60,0.9,1,6,33.0,RENT,debt_consolidation,Northeast,2024,1,D (Near-Prime),0.6318,High
L105580,782,55800.0,2.2,5200.0,36,0.7,0,12,54.4,MORTGAGE,home_improvement,Northeast,2023,0,A (Super-Prime),0.3472,Low
L105581,594,68400.0,5.0,5100.0,60,4.6,0,7,44.4,MORTGAGE,debt_consolidation,South,2024,1,D (Near-Prime),0.5525,High
L105582,631,130300.0,5.8,19400.0,36,5.7,0,7,54.1,RENT,credit_card,Midwest,2024,0,D (Near-Prime),0.3863,Low
L105583,659,43600.0,22.9,3600.0,60,1.8,1,14,83.1,MORTGAGE,home_improvement,West,2025,1,C (Prime),0.7274,Severe
L105584,680,100900.0,4.8,13900.0,60,2.5,2,11,31.9,MORTGAGE,debt_consolidation,Midwest,2022,1,C (Prime),0.389,Low
L105585,732,159800.0,20.4,2200.0,60,1.1,0,6,38.3,RENT,credit_card,West,2024,0,B (Prime+),0.2756,Low
L105586,733,15000.0,3.2,13800.0,36,10.8,1,9,48.8,MORTGAGE,other,Midwest,2023,0,B (Prime+),0.398,Low
L105587,660,48800.0,21.8,7100.0,60,4.6,1,9,45.0,MORTGAGE,debt_consolidation,Northeast,2022,0,C (Prime),0.5966,High
L105588,655,106400.0,10.5,28600.0,60,0.2,0,5,72.1,RENT,credit_card,South,2023,0,C (Prime),0.5086,Moderate
L105589,682,64500.0,9.2,22300.0,60,0.1,1,3,25.6,MORTGAGE,small_business,Northeast,2024,0,C (Prime),0.4619,Moderate
L105590,733,40400.0,5.7,10500.0,60,5.9,0,6,46.4,OWN,auto,Midwest,2025,0,B (Prime+),0.3717,Low
L105591,725,110400.0,17.0,12600.0,36,3.5,0,2,49.5,RENT,home_improvement,West,2023,0,B (Prime+),0.3586,Low
L105592,646,84600.0,5.4,2600.0,36,4.6,0,8,9.3,MORTGAGE,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.3801,Low
L105593,546,24700.0,16.9,33400.0,36,0.6,0,9,12.8,OWN,small_business,South,2025,0,E (Subprime),0.7167,Severe
L105594,819,82000.0,2.8,34000.0,36,4.2,1,9,45.8,MORTGAGE,debt_consolidation,West,2023,0,A (Super-Prime),0.2508,Low
L105595,742,50000.0,11.5,7600.0,60,0.6,0,7,50.7,RENT,medical,Midwest,2024,0,B (Prime+),0.4532,Moderate
L105596,697,60400.0,22.9,10600.0,36,16.9,2,3,16.8,RENT,debt_consolidation,South,2022,0,C (Prime),0.4081,Low
L105597,702,30600.0,23.0,50000.0,60,0.6,1,8,41.4,RENT,auto,West,2023,1,B (Prime+),0.6042,High
L105598,646,71500.0,36.6,13400.0,36,10.4,0,3,74.8,RENT,credit_card,Midwest,2023,0,D (Near-Prime),0.6221,High
L105599,615,59300.0,20.2,16400.0,60,5.0,0,7,51.7,MORTGAGE,debt_consolidation,Northeast,2025,1,D (Near-Prime),0.644,High
L105600,658,34400.0,13.4,4600.0,36,5.7,0,8,35.3,RENT,auto,South,2023,0,C (Prime),0.5168,Moderate
L105601,666,46300.0,14.7,12400.0,60,1.0,0,9,64.8,RENT,debt_consolidation,South,2025,0,C (Prime),0.6399,High
L105602,639,110400.0,34.6,3200.0,36,2.9,0,10,60.9,RENT,auto,Midwest,2025,1,D (Near-Prime),0.5953,High
L105603,585,116600.0,14.6,30300.0,36,5.8,1,6,48.0,RENT,debt_consolidation,West,2025,0,D (Near-Prime),0.5721,High
L105604,660,26200.0,23.3,9100.0,60,4.7,0,12,50.7,MORTGAGE,medical,South,2023,0,C (Prime),0.65,Severe
L105605,717,70200.0,15.4,8800.0,36,6.0,0,5,27.4,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+),0.3689,Low
L105606,648,47300.0,5.6,8400.0,60,8.2,0,9,14.3,RENT,debt_consolidation,South,2024,0,D (Near-Prime),0.449,Low
L105607,681,42600.0,8.7,13700.0,36,2.3,0,8,22.5,RENT,auto,Midwest,2024,1,C (Prime),0.4362,Low
L105608,545,61900.0,3.7,6100.0,36,5.4,3,13,26.0,RENT,debt_consolidation,West,2025,1,E (Subprime),0.6711,Severe
L105609,667,115900.0,8.7,5100.0,36,10.9,2,10,45.8,MORTGAGE,home_improvement,Northeast,2025,0,C (Prime),0.4057,Low
L105610,672,72000.0,3.8,18100.0,36,11.4,0,4,59.2,MORTGAGE,other,Midwest,2024,1,C (Prime),0.3776,Low
L105611,600,34200.0,28.7,3800.0,36,40.0,0,13,52.6,MORTGAGE,medical,West,2025,0,D (Near-Prime),0.5272,Moderate
L105612,568,56300.0,12.2,22100.0,36,1.8,0,4,42.9,MORTGAGE,credit_card,South,2024,1,E (Subprime),0.6355,High
L105613,707,68400.0,12.9,20500.0,36,0.3,1,9,11.7,OWN,small_business,West,2022,0,B (Prime+),0.3857,Low
L105614,627,95000.0,20.3,5100.0,36,3.9,0,8,28.1,MORTGAGE,credit_card,Northeast,2023,0,D (Near-Prime),0.4718,Moderate
L105615,712,53100.0,15.2,18300.0,36,0.5,1,5,40.5,OWN,medical,South,2022,1,B (Prime+),0.4883,Moderate
L105616,653,58700.0,9.3,7000.0,36,0.2,0,8,39.7,MORTGAGE,debt_consolidation,South,2024,0,C (Prime),0.5262,Moderate
L105617,721,61700.0,16.1,22400.0,36,6.2,0,12,12.5,RENT,credit_card,Northeast,2025,1,B (Prime+),0.3824,Low
L105618,658,75700.0,7.7,2000.0,36,1.4,0,7,28.8,MORTGAGE,credit_card,Midwest,2023,0,C (Prime),0.3957,Low
L105619,582,21700.0,14.9,16500.0,36,1.7,0,7,15.8,MORTGAGE,debt_consolidation,South,2022,0,D (Near-Prime),0.642,High
L105620,674,109100.0,7.6,15200.0,60,2.0,1,8,14.9,RENT,small_business,South,2022,0,C (Prime),0.3568,Low
L105621,659,64400.0,15.4,5100.0,36,2.3,0,12,44.9,MORTGAGE,small_business,South,2023,1,C (Prime),0.5297,Moderate
L105622,723,55300.0,11.6,10100.0,60,2.4,0,6,25.8,RENT,other,Midwest,2022,0,B (Prime+),0.365,Low
L105623,651,32100.0,13.8,6500.0,60,4.2,0,3,22.3,MORTGAGE,credit_card,West,2025,0,C (Prime),0.5048,Moderate
L105624,654,62600.0,12.1,16800.0,36,3.6,0,7,71.5,MORTGAGE,debt_consolidation,South,2024,0,C (Prime),0.5833,High
L105625,736,145900.0,19.2,5800.0,60,3.1,1,10,20.9,MORTGAGE,debt_consolidation,Northeast,2025,0,B (Prime+),0.2961,Low
L105626,756,41000.0,1.9,17500.0,36,6.5,0,6,81.0,MORTGAGE,small_business,Northeast,2023,0,A (Super-Prime),0.4101,Low
L105627,729,24600.0,14.3,50000.0,60,9.0,0,6,54.0,MORTGAGE,debt_consolidation,Midwest,2025,0,B (Prime+),0.499,Moderate
L105628,747,68300.0,8.3,14300.0,36,1.9,1,8,34.8,OWN,auto,Midwest,2025,0,B (Prime+),0.344,Low
